condition,encoding_pred,encoding_true,decision_pred,decision_true,confirmation_pred,confirmation_true,response_pred,response_true
SP,0.054263566,0.11627907,0.4651163,0.4651163,0.58914727,0.0,0.95348835,0.96899223
SP,0.060869563,0.24347825,0.4695652,0.4695652,0.773913,0.0,0.8,0.79130435
AC,0.028571429,0.022222223,0.26666668,0.3015873,0.45396826,0.7619048,0.9746032,0.9714286
AC,0.039772727,0.056818184,0.23295455,0.23295455,0.76704544,0.5511364,0.96022725,0.97159094
AC,0.07608695,0.02173913,0.097826086,0.10326087,0.8206522,0.70652175,0.95652175,0.97282606
SP,0.07103825,0.07103825,0.28961748,0.30601093,0.5081967,0.0,0.95628417,0.93442625
AC,0.060913704,0.16751269,0.12182741,0.28426397,0.7614213,0.49746192,0.96954316,0.97969544
AC,0.044444446,0.2074074,0.31111112,0.42962962,0.4814815,0.4962963,0.94074076,0.94814813
AC,0.045918368,0.045918368,0.29081634,0.3010204,0.57653064,0.5816327,0.96938777,0.97959185
SP,0.048913043,0.20652173,0.4293478,0.4347826,0.6630435,0.0,0.95108694,0.95108694
AC,0.015151516,0.07575758,0.14545454,0.14848486,0.35151514,0.23030303,0.94848484,0.94545454
AC,0.01980198,0.024752475,0.27227724,0.2970297,0.64851487,0.6633663,0.9653465,0.96039605
SP,0.041420117,0.20118344,0.2781065,0.27218935,0.56804734,0.0,0.9704142,0.97633135
SP,0.032,0.208,0.544,0.552,0.688,0.0,0.944,0.96
SP,0.12871288,0.11881188,0.23762377,0.22772278,0.75247526,0.0,0.9405941,0.95049506
SP,0.075187966,0.082706764,0.5338346,0.5263158,0.7443609,0.0,0.9699248,0.90225565
AC,0.036827195,0.0878187,0.16430596,0.16430596,0.3711048,0.52124643,0.9631728,0.98016995
SP,0.030150754,0.1758794,0.2562814,0.2562814,0.4924623,0.0,0.96482414,0.94974875
AC,0.033333335,0.053333335,0.4,0.08,0.75333333,0.61333334,0.96,0.98
AC,0.029761905,0.13095239,0.19642857,0.4702381,0.53571427,0.7619048,0.9345238,0.9285714
AC,0.04405286,0.039647575,0.15418503,0.15418503,0.4229075,0.30396476,0.9647577,0.9603524
AC,0.030567685,0.0349345,0.26637554,0.26637554,0.51965064,0.34934497,0.96069866,0.95633185
AC,0.105820104,0.12169312,0.17989418,0.29100528,0.4920635,0.44444445,0.95238096,0.978836
SP,0.024096385,0.060240965,0.36746988,0.37349397,0.67469877,0.0,0.93373495,0.92771083
SP,0.054945055,0.054945055,0.15384616,0.15384616,0.48351648,0.0,0.8901099,0.94505495
SP,0.07339449,0.08256881,0.4678899,0.4678899,0.8715596,0.0,0.95412844,0.94495416
SP,0.039215688,0.12418301,0.18300654,0.47058824,0.751634,0.0,0.9346405,0.9738562
SP,0.0974359,0.102564104,0.36923078,0.37435898,0.5846154,0.0,0.95897436,0.95897436
AC,0.051660515,0.08856089,0.17343174,0.17343174,0.6199262,0.5498155,0.9704797,0.98892987
AC,0.044585988,0.05732484,0.37579617,0.37579617,0.79617834,0.5477707,0.9490446,0.9681529
AC,0.045454547,0.15,0.23636363,0.24090908,0.55,0.46363637,0.95,0.94545454
SP,0.07079646,0.07079646,0.17699115,0.27433628,0.38938054,0.0,0.96460176,0.9380531
SP,0.053435113,0.35114503,0.1908397,0.70229006,0.5801527,0.0,0.9160305,0.9694657
SP,0.10778443,0.10778443,0.33532935,0.33532935,0.6227545,0.0,0.96407187,0.97604793
SP,0.050632913,0.16455697,0.62025315,0.62025315,0.51898736,0.0,0.93670887,0.96202534
SP,0.046979867,0.16107382,0.36241612,0.3691275,0.53691274,0.0,0.9597315,0.97315437
AC,0.028409092,0.13636364,0.20454545,0.32386363,0.64204544,0.625,0.96022725,0.9488636
SP,0.036809817,0.17177914,0.31288344,0.34355828,0.6993865,0.0,0.9509202,0.9447853
AC,0.03448276,0.022988506,0.22413793,0.22413793,0.35632184,0.3678161,0.95977014,0.94827586
AC,0.033613447,0.09663866,0.2394958,0.2394958,0.6680672,0.4789916,0.96638656,0.97899157
AC,0.044217687,0.05782313,0.07482993,0.2993197,0.70408165,0.3707483,0.96938777,0.97619045
AC,0.1042654,0.21800947,0.2843602,0.43601894,0.6113744,0.521327,0.96682465,0.96682465
AC,0.07692308,0.08461539,0.41538462,0.41538462,0.66923076,0.6923077,0.96153843,0.97692305
AC,0.06666667,0.06666667,0.37037036,0.39259258,0.58518517,0.53333336,0.97037035,0.94814813
SP,0.03550296,0.02366864,0.3372781,0.33136094,0.6331361,0.0,0.92899406,0.91715974
AC,0.04819277,0.064257026,0.24497992,0.24899599,0.5421687,0.3574297,0.97590363,0.9879518
AC,0.025362318,0.032608695,0.072463766,0.06884058,0.71014494,0.7717391,0.9673913,0.96014494
AC,0.024291499,0.08097166,0.12145749,0.11740891,0.5425101,0.20242915,0.9797571,0.98785424
AC,0.04375,0.075,0.1375,0.1375,0.725,0.41875,0.95625,0.96875
AC,0.056818184,0.27272728,0.6136364,0.6136364,0.77272725,0.67045456,0.90909094,0.92045456
AC,0.025723472,0.041800644,0.08681672,0.34726688,0.55948555,0.27009645,0.9517685,0.9871383
SP,0.026490066,0.17218544,0.34437087,0.35099337,0.6357616,0.0,0.9602649,0.95364237
SP,0.06410257,0.20512821,0.15384616,0.5576923,0.7948718,0.0,0.9230769,0.96794873
AC,0.020338982,0.06440678,0.11525424,0.108474575,0.41016948,0.29152542,0.9627119,0.9728814
SP,0.06818182,0.19318181,0.64772725,0.67045456,0.82954544,0.0,0.95454544,0.95454544
SP,0.059322033,0.3220339,0.4661017,0.6694915,0.5254237,0.0,0.9576271,0.9661017
AC,0.027439024,0.036585364,0.17378049,0.17682926,0.4695122,0.2652439,0.9695122,0.9756098
SP,0.072164945,0.31958762,0.5979381,0.58762884,0.7938144,0.0,0.9587629,0.9587629
AC,0.025316456,0.025316456,0.33544305,0.33544305,0.48734176,0.48734176,0.93670887,0.96202534
SP,0.06521739,0.42391303,0.6086956,0.5869565,0.7173913,0.0,0.92391306,0.9456522
AC,0.048158642,0.17847025,0.22096318,0.22379604,0.5155807,0.4164306,0.9716714,0.98866856
SP,0.020512821,0.12307692,0.30769232,0.3025641,0.64615387,0.0,0.96410257,0.974359
SP,0.048780486,0.21341464,0.33536586,0.33536586,0.5609756,0.0,0.95731705,0.9756098
SP,0.025157232,0.25157234,0.35849056,0.3836478,0.5849057,0.0,0.9245283,0.9056604
AC,0.053435113,0.057251908,0.10687023,0.099236645,0.52290076,0.36641222,0.96564883,0.95801526
AC,0.033613447,0.067226894,0.23109244,0.24369748,0.68487394,0.39915967,0.9705882,0.9705882
AC,0.08754209,0.08754209,0.18855219,0.0976431,0.32996634,0.15488215,0.96633,0.956229
AC,0.021390375,0.18181819,0.09358289,0.29144385,0.34759358,0.32352942,0.96524066,0.95989305
SP,0.062111802,0.111801244,0.3726708,0.36024845,0.66459626,0.0,0.9689441,0.9751553
SP,0.03883495,0.3883495,0.49514562,0.49514562,0.7669903,0.0,0.9029126,0.9223301
SP,0.0952381,0.104761906,0.5904762,0.5809524,0.71428573,0.0,0.96190476,0.8666667
AC,0.03021978,0.052197803,0.20604396,0.20879121,0.7032967,0.37362638,0.96703297,0.96153843
SP,0.050632913,0.19620253,0.088607594,0.443038,0.835443,0.0,0.943038,0.9746835
AC,0.056537103,0.045936394,0.15194346,0.1590106,0.34628975,0.5300353,0.9681979,0.9681979
AC,0.06995885,0.074074075,0.1399177,0.14814815,0.5802469,0.48971194,0.9670782,0.9835391
SP,0.18181819,0.18831168,0.37012988,0.37662336,0.47402596,0.0,0.9350649,0.9350649
AC,0.03257329,0.07491857,0.110749185,0.110749185,0.48534203,0.48859936,0.98045605,0.9837133
SP,0.088,0.088,0.168,0.16,0.48,0.0,0.936,0.96
SP,0.07865169,0.49438202,0.37078652,0.60674155,0.5168539,0.0,0.9325843,0.9550562
AC,0.07692308,0.06923077,0.45384616,0.46153846,0.33076924,0.64615387,0.9230769,0.93846154
SP,0.0625,0.071428575,0.22321428,0.53571427,0.39285713,0.0,0.9375,0.9464286
AC,0.04347826,0.0931677,0.16770187,0.21118012,0.7080745,0.38509318,0.95652175,0.9689441
SP,0.13812155,0.10497238,0.2596685,0.2596685,0.67955804,0.0,0.95027626,0.96132594
AC,0.052287582,0.07189543,0.29411766,0.5620915,0.43137255,0.6797386,0.9607843,0.95424837
SP,0.029239766,0.116959065,0.39766082,0.39766082,0.76023394,0.0,0.9532164,0.94152045
SP,0.02919708,0.16058394,0.40875912,0.40145984,0.7810219,0.0,0.93430656,0.95620435
SP,0.13095239,0.04761905,0.21428572,0.6547619,0.5,0.0,0.9285714,0.9404762
SP,0.03508772,0.05263158,0.28070176,0.21052632,0.57894737,0.0,0.95614034,0.877193
AC,0.03883495,0.03883495,0.2815534,0.28640777,0.5825243,0.8786408,0.9708738,0.9611651
AC,0.04347826,0.055900622,0.099378884,0.0931677,0.5590062,0.82608694,0.9689441,0.9751553
SP,0.04901961,0.18627451,0.51960784,0.51960784,0.6960784,0.0,0.9117647,0.92156863
AC,0.022222223,0.24444444,0.42777777,0.42777777,0.7,0.8,0.9611111,0.9777778
AC,0.022988506,0.16666667,0.3275862,0.33333334,0.68390805,0.43103448,0.9655172,0.97126436
SP,0.0625,0.104166664,0.625,0.75,0.45833334,0.0,0.90625,0.9375
AC,0.01532567,0.04597701,0.08429119,0.08429119,0.4827586,0.44827586,0.96934867,0.9885057
AC,0.035598706,0.103559874,0.21359223,0.22330096,0.33009708,0.47249192,0.96763754,0.99029124
AC,0.04621849,0.11344538,0.15546219,0.31932774,0.5294118,0.52100843,0.96638656,0.9705882
SP,0.12592593,0.34814814,0.22222222,0.6148148,0.34074074,0.0,0.95555556,0.962963
SP,0.022222223,0.022222223,0.2888889,0.30222222,0.59555554,0.0,0.97333336,0.9866667
SP,0.13541667,0.125,0.23958333,0.5625,0.42708334,0.0,0.90625,0.9479167
SP,0.014925373,0.0089552235,0.25373134,0.25671643,0.46268657,0.0,0.9701493,0.98507464
AC,0.031088082,0.119170986,0.3316062,0.30569947,0.59585494,0.51295334,0.97409326,0.97927463
AC,0.0781893,0.17695473,0.14814815,0.23868313,0.50617284,0.41152263,0.95884776,0.962963
AC,0.022727273,0.03181818,0.095454544,0.086363636,0.5954546,0.5954546,0.97727275,0.9818182
AC,0.036101084,0.04693141,0.20577617,0.19494584,0.5234657,0.36462092,0.98194945,0.9783394
AC,0.03436426,0.06872852,0.29553264,0.082474224,0.5395189,0.42955327,0.9725086,0.9725086
SP,0.024390243,0.030487806,0.25609756,0.27439025,0.45731708,0.0,0.9512195,0.9634146
AC,0.026954178,0.08625337,0.16442049,0.16442049,0.32345015,0.2425876,0.95956874,0.95956874
AC,0.107317075,0.20975609,0.23414634,0.30731708,0.5609756,0.63414633,0.97073174,0.8829268
AC,0.021276595,0.22553192,0.25531915,0.42978725,0.5744681,0.50212765,0.9787234,0.9787234
AC,0.03548387,0.022580646,0.16129032,0.16774194,0.47419354,0.30322582,0.9645161,0.9645161
SP,0.058139537,0.20930232,0.6627907,0.6511628,0.45348838,0.0,0.9302326,0.94186044
SP,0.039106146,0.044692736,0.30726257,0.30167598,0.575419,0.0,0.97206706,0.9776536
SP,0.11504425,0.30973452,0.32743362,0.33628318,0.59292036,0.0,0.9292035,0.9557522
SP,0.036231883,0.22463769,0.39855072,0.4057971,0.5362319,0.0,0.95652175,0.95652175
SP,0.0952381,0.123809524,0.50476193,0.4952381,0.61904764,0.0,0.96190476,0.8857143
SP,0.04901961,0.1764706,0.3137255,0.5588235,0.4019608,0.0,0.95098037,0.95098037
SP,0.056603774,0.094339624,0.49056605,0.6037736,0.41509435,0.0,0.9528302,0.9622642
AC,0.018181818,0.036363635,0.17818181,0.17454545,0.48727274,0.44,0.9818182,0.9818182
SP,0.06849315,0.06849315,0.4041096,0.369863,0.74657536,0.0,0.9589041,0.9589041
SP,0.027777778,0.13194445,0.06944445,0.5208333,0.8263889,0.0,0.9305556,0.9236111
AC,0.06140351,0.064327486,0.18421052,0.06725146,0.53216374,0.24561404,0.98245615,0.9853801
SP,0.058333334,0.25833333,0.175,0.46666667,0.81666666,0.0,0.94166666,0.95
SP,0.031496063,0.2913386,0.46456692,0.71653545,0.6062992,0.0,0.93700784,0.96062994
AC,0.046783626,0.16374269,0.42105263,0.2982456,0.7134503,0.56725144,0.9649123,0.9649123
AC,0.032,0.144,0.408,0.464,0.776,0.808,0.952,0.96
AC,0.026041666,0.16145833,0.27604166,0.41145834,0.625,0.546875,0.9739583,0.9583333
SP,0.026666667,0.2,0.32666665,0.32666665,0.50666666,0.0,0.94,0.93333334
AC,0.02970297,0.074257426,0.12376238,0.12376238,0.5990099,0.5049505,0.9653465,0.9554455
AC,0.03076923,0.10769231,0.20512821,0.2,0.6974359,0.44615385,0.9692308,0.974359
SP,0.059322033,0.10169491,0.1779661,0.40254238,0.31779662,0.0,0.9618644,0.9788136
SP,0.056179777,0.11235955,0.23595506,0.23595506,0.5955056,0.0,0.9325843,0.9550562
AC,0.025547445,0.062043797,0.17883211,0.17883211,0.47810218,0.29927006,0.9817518,0.9817518
SP,0.038043477,0.1521739,0.26630434,0.2771739,0.54891306,0.0,0.95652175,0.9076087
SP,0.044444446,0.044444446,0.4148148,0.42222223,0.64444447,0.0,0.94074076,0.962963
AC,0.02116402,0.07936508,0.29100528,0.47089946,0.6719577,0.6931217,0.97354496,0.97354496
AC,0.017361112,0.10069445,0.19791667,0.19791667,0.5798611,0.3298611,0.9652778,0.9722222
AC,0.01953125,0.2734375,0.2265625,0.484375,0.578125,0.55859375,0.97265625,0.98828125
SP,0.04,0.04,0.21142857,0.26285714,0.62857145,0.0,0.9257143,0.94857144
SP,0.04347826,0.42391303,0.5869565,0.59782606,0.4347826,0.0,0.9456522,0.9673913
SP,0.058252428,0.058252428,0.26213592,0.2524272,0.66019416,0.0,0.9223301,0.94174755
AC,0.016064256,0.12048193,0.12851405,0.13253012,0.45381525,0.19277108,0.9678715,0.9839357
AC,0.03952569,0.03952569,0.20948617,0.2173913,0.3952569,0.3241107,0.9802371,0.98418975
SP,0.058333334,0.083333336,0.475,0.45833334,0.81666666,0.0,0.95,0.9583333
SP,0.045045044,0.2072072,0.2972973,0.5585586,0.4144144,0.0,0.9459459,0.963964
SP,0.047058824,0.16470589,0.7176471,0.7294118,0.3529412,0.0,0.9529412,0.9529412
SP,0.068627454,0.0882353,0.49019608,0.5,0.64705884,0.0,0.92156863,0.9313725
SP,0.07638889,0.06944445,0.33333334,0.3263889,0.7291667,0.0,0.9652778,0.9722222
AC,0.01994302,0.08262108,0.15099715,0.14814815,0.36182335,0.24786325,0.96011394,0.988604
AC,0.022304833,0.022304833,0.13011153,0.2007435,0.5315985,0.5018587,0.9665428,0.97769517
AC,0.036764707,0.036764707,0.22058824,0.21691176,0.4779412,0.42647058,0.9816176,0.9852941
SP,0.083798885,0.22346368,0.31284916,0.424581,0.49720672,0.0,0.93296087,0.93296087
AC,0.028409092,0.03409091,0.09659091,0.26704547,0.5738636,0.53977275,0.96022725,0.95454544
SP,0.025806451,0.025806451,0.32258064,0.5354839,0.41935483,0.0,0.9483871,0.9677419
SP,0.057971016,0.08695652,0.1594203,0.6594203,0.8333333,0.0,0.92753625,0.9057971
AC,0.052287582,0.06535948,0.38562092,0.38562092,0.74509805,0.5555556,0.9738562,0.98039216
SP,0.067669176,0.067669176,0.15789473,0.63909775,0.7819549,0.0,0.94736844,0.96240604
AC,0.075,0.06875,0.35625,0.3625,0.70625,0.7125,0.95,0.95
AC,0.025806451,0.14193548,0.21290323,0.2,0.6451613,0.41935483,0.9612903,0.92258066
SP,0.09322034,0.09322034,0.5254237,0.7372881,0.63559324,0.0,0.9576271,0.9830508
SP,0.04040404,0.46464646,0.4949495,0.5151515,0.8080808,0.0,0.959596,0.83838385
AC,0.03663004,0.04761905,0.33699635,0.18681319,0.6520147,0.35164836,0.974359,0.981685
AC,0.034782607,0.07826087,0.46086955,0.6347826,0.5826087,0.8695652,0.9478261,0.9652174
SP,0.07727273,0.09090909,0.13636364,0.4090909,0.47272727,0.0,0.9409091,0.9318182
AC,0.03448276,0.12643678,0.107279696,0.099616855,0.48659003,0.2835249,0.9463602,0.9463602
SP,0.041152265,0.1399177,0.20164609,0.20576131,0.56378603,0.0,0.95884776,0.962963
AC,0.024390243,0.042682927,0.34146342,0.33536586,0.69512194,0.6768293,0.93292683,0.9878049
AC,0.02431611,0.08510638,0.18844984,0.18237083,0.47112462,0.3799392,0.9604863,0.99088144
AC,0.018518519,0.11728395,0.18518518,0.18209876,0.37345678,0.4691358,0.9660494,0.97839504
SP,0.042372882,0.2457627,0.62711865,0.43220338,0.7542373,0.0,0.94067794,0.9576271
AC,0.019305019,0.08108108,0.13127413,0.1891892,0.6525096,0.23938224,0.976834,0.98455596
AC,0.061946902,0.022123894,0.10176991,0.2079646,0.5840708,0.6504425,0.9734513,0.960177
SP,0.075,0.108333334,0.26666668,0.475,0.575,0.0,0.96666664,0.975
SP,0.07964602,0.45132744,0.16814159,0.6017699,0.44247788,0.0,0.9380531,0.96460176
AC,0.07926829,0.07317073,0.25,0.7256098,0.3902439,0.85365856,0.88414633,0.91463417
AC,0.045801528,0.057251908,0.08396947,0.08015267,0.44656488,0.35114503,0.9541985,0.9465649
SP,0.049586777,0.23140496,0.45454547,0.45454547,0.5785124,0.0,0.9586777,0.9586777
SP,0.08163265,0.30612245,0.39455783,0.4217687,0.5578231,0.0,0.93877554,0.9455782
SP,0.06896552,0.089655176,0.50344825,0.50344825,0.77931035,0.0,0.9517241,0.9724138
SP,0.0787037,0.19444445,0.30555555,0.3564815,0.6851852,0.0,0.9259259,0.9212963
SP,0.03141361,0.041884817,0.09424084,0.09947644,0.460733,0.0,0.9633508,0.9685864
AC,0.058091287,0.045643155,0.25311205,0.13278009,0.5643154,0.6182573,0.9585062,0.9502075
SP,0.048780486,0.15447155,0.40650406,0.40650406,0.6422764,0.0,0.9268293,0.9512195
AC,0.036842104,0.19473684,0.35789475,0.3736842,0.51578945,0.48421052,0.9631579,0.96842104
AC,0.032388665,0.08906882,0.13360325,0.23076923,0.5951417,0.4979757,0.9716599,0.9757085
SP,0.088607594,0.101265825,0.278481,0.5822785,0.6329114,0.0,0.87341774,0.87341774
AC,0.035555556,0.13777778,0.2711111,0.26666668,0.48,0.4,0.97333336,0.9866667
AC,0.02,0.017142856,0.06285714,0.06285714,0.25142857,0.35428572,0.9742857,0.98571426
AC,0.042402826,0.038869258,0.20848057,0.20848057,0.41696113,0.5017668,0.975265,0.97879857
SP,0.03508772,0.39473686,0.6052632,0.5964912,0.64912283,0.0,0.9385965,0.9385965
AC,0.101604275,0.24064171,0.0855615,0.44919786,0.7058824,0.69518715,0.95721924,0.96791446
SP,0.050847456,0.06779661,0.5677966,0.5762712,0.69491524,0.0,0.94067794,0.9576271
SP,0.038709678,0.21290323,0.38709676,0.3935484,0.8064516,0.0,0.9677419,0.9677419
AC,0.025641026,0.11282051,0.32307693,0.32307693,0.50769234,0.45641026,0.96410257,0.974359
AC,0.08032128,0.016064256,0.22088353,0.22088353,0.48594376,0.3253012,0.94779116,0.9437751
AC,0.05851064,0.09042553,0.29787233,0.31382978,0.63829786,0.63297874,0.94148934,0.9680851
AC,0.038961038,0.25324675,0.35714287,0.37662336,0.6103896,0.6233766,0.9350649,0.9415584
AC,0.08994709,0.1005291,0.1904762,0.26455027,0.6137566,0.52380955,0.95767194,0.96825397
SP,0.11320755,0.12264151,0.6509434,0.6509434,0.44339624,0.0,0.9433962,0.9433962
AC,0.06593407,0.104395606,0.14835165,0.1978022,0.7582418,0.53296703,0.97252744,0.978022
SP,0.034246575,0.14383562,0.4041096,0.39726028,0.6849315,0.0,0.9520548,0.9520548
AC,0.027247956,0.01907357,0.08446866,0.23705722,0.613079,0.3160763,0.9482289,0.9782016
AC,0.027027028,0.027027028,0.3783784,0.36486486,0.6148649,0.5743243,0.9391892,0.9256757
AC,0.035897437,0.14358975,0.2974359,0.2974359,0.44615385,0.53333336,0.94358975,0.9794872
AC,0.03468208,0.05202312,0.33526012,0.32947975,0.6589595,0.7283237,0.9653179,0.9653179
AC,0.029761905,0.10714286,0.33333334,0.32738096,0.5535714,0.5297619,0.9702381,0.9702381
AC,0.027472528,0.15934066,0.20879121,0.3956044,0.5989011,0.66483516,0.96703297,0.9010989
AC,0.048913043,0.054347824,0.11956522,0.125,0.46195653,0.625,0.9619565,0.9619565
SP,0.060606062,0.13131313,0.2929293,0.5858586,0.6969697,0.0,0.959596,0.9292929
SP,0.034188036,0.32478634,0.45299146,0.46153846,0.6495727,0.0,0.9059829,0.9059829
SP,0.056074765,0.3271028,0.49532712,0.49532712,0.6542056,0.0,0.9626168,0.85046726
SP,0.025,0.175,0.49166667,0.48333332,0.60833335,0.0,0.925,0.9583333
AC,0.018018018,0.09009009,0.16216215,0.16516517,0.5465465,0.6336336,0.978979,0.984985
AC,0.034582134,0.04034582,0.10951009,0.10951009,0.351585,0.45533141,0.9711816,0.98559076
SP,0.013937282,0.10452962,0.22648084,0.21254355,0.48083624,0.0,0.9686411,0.9756098
SP,0.032051284,0.1474359,0.24358974,0.48076922,0.75,0.0,0.9358974,0.9358974
SP,0.04195804,0.16783217,0.23776224,0.30769232,0.7062937,0.0,0.91608393,0.91608393
AC,0.038022812,0.038022812,0.22053231,0.22053231,0.5475285,0.3041825,0.973384,0.98479086
SP,0.05785124,0.09917355,0.40495867,0.41322315,0.76859504,0.0,0.90909094,0.90909094
SP,0.028901733,0.01734104,0.12138728,0.10982659,0.41618496,0.0,0.9132948,0.8959538
AC,0.067307696,0.100961536,0.1875,0.23557693,0.5673077,0.34615386,0.94711536,0.94711536
SP,0.0625,0.1,0.5625,0.575,0.7375,0.0,0.925,0.925
SP,0.06382979,0.21985815,0.3617021,0.3617021,0.73758864,0.0,0.9716312,0.9716312
AC,0.028653296,0.042979944,0.07736389,0.14040114,0.43266475,0.2234957,0.9713467,0.982808
AC,0.03164557,0.03164557,0.19620253,0.24683544,0.4841772,0.35126582,0.95253164,0.9493671
AC,0.09848485,0.34848484,0.4090909,0.41666666,0.7121212,0.6818182,0.969697,0.93939394
AC,0.04587156,0.07339449,0.110091746,0.10550459,0.6972477,0.5229358,0.9724771,0.9770642
AC,0.036363635,0.015151516,0.1969697,0.19393939,0.42424244,0.25757575,0.96363634,0.9878788
SP,0.09677419,0.33870968,0.5403226,0.5483871,0.7580645,0.0,0.9354839,0.92741936
AC,0.04278075,0.23529412,0.171123,0.45989305,0.64171124,0.64171124,0.96256685,0.9786096
SP,0.05940594,0.06930693,0.5247525,0.5247525,0.62376237,0.0,0.8910891,0.9405941
AC,0.028708134,0.03827751,0.07177033,0.08133971,0.57894737,0.68421054,0.9617225,0.98086125
SP,0.1875,0.1875,0.2875,0.275,0.3625,0.0,0.9375,0.95
AC,0.13043478,0.124223605,0.19875777,0.20496894,0.65217394,0.4037267,0.95652175,0.9689441
AC,0.033536587,0.042682927,0.067073174,0.1402439,0.38414633,0.27439025,0.9847561,0.99085367
AC,0.042682927,0.08841463,0.15853658,0.15853658,0.46646342,0.60365856,0.9756098,0.9634146
SP,0.06666667,0.13333334,0.53333336,0.5222222,0.7,0.0,0.9222222,0.95555556
SP,0.12173913,0.16521738,0.46086955,0.5652174,0.8173913,0.0,0.95652175,0.95652175
AC,0.03265306,0.06122449,0.09795918,0.093877554,0.47346938,0.20408164,0.96734697,0.9632653
SP,0.18181819,0.1983471,0.2892562,0.446281,0.6363636,0.0,0.94214875,0.9338843
SP,0.030456852,0.02538071,0.2893401,0.2893401,0.47715735,0.0,0.964467,0.9441624
SP,0.039215688,0.5294118,0.14705883,0.78431374,0.61764705,0.0,0.9117647,0.9313725
SP,0.05035971,0.05755396,0.4820144,0.34532374,0.53956836,0.0,0.9352518,0.9496403
SP,0.072289154,0.25903615,0.37349397,0.40963855,0.72289157,0.0,0.94578314,0.9698795
AC,0.028901733,0.0867052,0.30057803,0.28901735,0.67052025,0.42774567,0.9364162,0.9479769
AC,0.11320755,0.24528302,0.35849056,0.5377358,0.745283,0.6792453,0.9622642,0.9528302
SP,0.028368793,0.11347517,0.3617021,0.3617021,0.75886524,0.0,0.964539,0.95035464
SP,0.05479452,0.1324201,0.17351598,0.47031963,0.70319635,0.0,0.96803653,0.98173517
AC,0.06369427,0.24840765,0.34394905,0.35031846,0.77070063,0.6178344,0.9681529,0.9681529
AC,0.07453416,0.22360249,0.13043478,0.39130434,0.70186335,0.5031056,0.9503106,0.9689441
SP,0.06896552,0.22988506,0.5632184,0.57471263,0.43678162,0.0,0.9195402,0.9310345
SP,0.085365854,0.09146342,0.13414635,0.3902439,0.81707317,0.0,0.9634146,0.95731705
SP,0.07339449,0.08256881,0.22018349,0.20183486,0.7614679,0.0,0.9266055,0.9266055
AC,0.082051285,0.11794872,0.5435898,0.26153848,0.71282053,0.47692308,0.95384616,0.94871795
AC,0.02116402,0.02116402,0.08465608,0.08465608,0.42857143,0.3809524,0.93121696,0.93121696
SP,0.037383176,0.38317758,0.5420561,0.5420561,0.6728972,0.0,0.89719623,0.9626168
SP,0.12048193,0.12048193,0.62650603,0.62650603,0.44578314,0.0,0.91566265,0.939759
SP,0.022857143,0.16571428,0.29714286,0.44,0.6571429,0.0,0.96,0.95428574
SP,0.0729927,0.08029197,0.5109489,0.729927,0.3649635,0.0,0.9489051,0.96350366
AC,0.03257329,0.058631923,0.22801302,0.22801302,0.36807817,0.5765472,0.9576547,0.9478827
AC,0.03652968,0.15525115,0.30136988,0.29680365,0.47488585,0.39726028,0.9543379,0.94063926
SP,0.023809524,0.0952381,0.30357143,0.4107143,0.70238096,0.0,0.95238096,0.95238096
AC,0.077922076,0.084415585,0.22402598,0.2012987,0.52272725,0.35714287,0.97402596,0.9805195
SP,0.084745765,0.084745765,0.20338982,0.29943502,0.5423729,0.0,0.9322034,0.9491525
AC,0.09589041,0.10958904,0.5410959,0.2739726,0.7808219,0.75342464,0.91780823,0.9109589
AC,0.022727273,0.054545455,0.2090909,0.20454545,0.37727273,0.37727273,0.9727273,0.9818182
AC,0.050561797,0.008426966,0.08707865,0.039325844,0.30337077,0.16292135,0.9747191,0.9775281
AC,0.054054055,0.06216216,0.14054054,0.14864865,0.43243244,0.2837838,0.9837838,0.9864865
AC,0.032608695,0.07065217,0.3097826,0.3152174,0.5869565,0.5597826,0.9619565,0.9782609
SP,0.071428575,0.16964285,0.30357143,0.30357143,0.54464287,0.0,0.9285714,0.91964287
AC,0.05263158,0.06842105,0.2736842,0.27894738,0.54210526,0.7631579,0.9736842,0.97894734
SP,0.018939395,0.11742424,0.1969697,0.20075758,0.54545456,0.0,0.96590906,0.9621212
SP,0.05882353,0.23529412,0.16470589,0.57058823,0.44705883,0.0,0.9764706,0.9705882
AC,0.027173912,0.092391305,0.1576087,0.3206522,0.6413044,0.59782606,0.9347826,0.95652175
SP,0.03323263,0.04833837,0.163142,0.16012084,0.42900303,0.0,0.978852,0.978852
AC,0.046511628,0.08637874,0.10631229,0.10631229,0.64451826,0.6810631,0.9800664,0.9401993
AC,0.019323671,0.12077295,0.42512077,0.42512077,0.8357488,0.5748792,0.9758454,0.98067635
AC,0.02202643,0.017621145,0.17621145,0.16299559,0.5110132,0.2246696,0.95154184,0.95594716
SP,0.097087376,0.116504855,0.57281554,0.57281554,0.7184466,0.0,0.9611651,0.8252427
SP,0.053719006,0.18181819,0.1446281,0.24380165,0.7892562,0.0,0.9752066,0.96694213
AC,0.056047197,0.061946902,0.18289086,0.1740413,0.68731564,0.27433628,0.96460176,0.9616519
AC,0.09289618,0.016393442,0.21311475,0.47540984,0.8579235,0.22404371,0.9453552,0.95628417
SP,0.059602648,0.2781457,0.39072847,0.38410595,0.77483445,0.0,0.9403973,0.9470199
